t_center,sensor_id,sensor_type,span_id,f_rms,fft_centroid,fft_entropy,fft_dominant,label_rule
2025-10-10 12:00:02.500,ACC_101,accelerometer_rms,SPAN_1,0.08470617529075657,-0.0017204106244560395,-0.9106897268136659,0.8461538461538461,0
2025-10-10 12:00:05.500,ACC_101,accelerometer_rms,SPAN_1,0.13716616135428525,0.30417229335151846,0.11929158480178657,0.2307692307692307,0
2025-10-10 12:00:08.500,ACC_101,accelerometer_rms,SPAN_1,0.2427503148536438,1.5221105160914656,-0.22419942625114328,0.46153846153846156,0
2025-10-10 12:00:11.500,ACC_101,accelerometer_rms,SPAN_1,0.3609955038945444,0.379838129772247,1.0238202196074169,-0.5384615384615385,0
2025-10-10 12:00:14.500,ACC_101,accelerometer_rms,SPAN_1,0.4351348455853793,-1.3906023579809674,-0.5639334992976242,-0.6923076923076924,0
2025-10-10 12:00:17.500,ACC_101,accelerometer_rms,SPAN_1,0.49339955202478264,-0.3741948408103168,0.2861226012471986,-0.23076923076923078,0
2025-10-10 12:00:20.500,ACC_101,accelerometer_rms,SPAN_1,0.6133861700441995,-0.004203409030331097,-0.3802473255146329,0.0,0
2025-10-10 12:00:23.500,ACC_101,accelerometer_rms,SPAN_1,0.7352228726628796,1.2576533618321524,0.030127965087511782,0.9230769230769231,0
2025-10-10 12:00:26.500,ACC_101,accelerometer_rms,SPAN_1,0.6748889038996598,-0.04640178044664447,-0.43356498309265856,0.9230769230769231,0
2025-10-10 12:00:29.500,ACC_101,accelerometer_rms,SPAN_1,0.7412869695433839,-0.26236908890125343,0.8723627557313662,-0.23076923076923078,0
2025-10-10 12:00:32.500,ACC_101,accelerometer_rms,SPAN_1,0.7099361777242816,0.6995570838639953,1.1475365697129394,0.07692307692307701,0
2025-10-10 12:00:35.500,ACC_101,accelerometer_rms,SPAN_1,0.6480945051638356,0.5814155230928583,0.3247575831052938,0.3076923076923077,0
2025-10-10 12:00:38.500,ACC_101,accelerometer_rms,SPAN_1,0.652263115449464,0.08879323133897898,-0.13902553459346045,0.6923076923076924,0
2025-10-10 12:00:41.500,ACC_101,accelerometer_rms,SPAN_1,0.579493932886401,0.29484348588615233,0.8852461606897414,0.07692307692307701,0
2025-10-10 12:00:44.500,ACC_101,accelerometer_rms,SPAN_1,0.4612660463688817,-0.250761000337877,-1.0186559011697023,0.15384615384615385,0
2025-10-10 12:00:47.500,ACC_101,accelerometer_rms,SPAN_1,0.3789368202977485,-0.615975725170981,0.8271686711257233,0.3076923076923077,0
2025-10-10 12:00:50.500,ACC_101,accelerometer_rms,SPAN_1,0.33809041768211207,-0.012976505685921392,0.13971253605755704,1.0000000000000002,0
2025-10-10 12:00:53.500,ACC_101,accelerometer_rms,SPAN_1,0.15319981303551433,0.27844093073725806,-0.13566280067368047,0.6153846153846154,0
2025-10-10 12:00:56.500,ACC_101,accelerometer_rms,SPAN_1,0.10922454520174413,0.7747197270634345,-0.6969086882555854,-0.6153846153846154,0
2025-10-10 12:00:59.500,ACC_101,accelerometer_rms,SPAN_1,-0.06397219873135097,0.8502559185223075,0.00027797073077038967,-0.5384615384615385,0
2025-10-10 12:01:02.500,ACC_101,accelerometer_rms,SPAN_1,-0.18854269973839127,1.015527652978132,-0.004858541356423956,0.9230769230769231,0
2025-10-10 12:01:05.500,ACC_101,accelerometer_rms,SPAN_1,-0.23010960090513957,0.0382078828128803,-0.641719179653567,0.15384615384615385,0
2025-10-10 12:01:08.500,ACC_101,accelerometer_rms,SPAN_1,-0.2443488190134737,-0.32864164765916243,-0.6052629808401574,-0.6153846153846154,0
2025-10-10 12:01:11.500,ACC_101,accelerometer_rms,SPAN_1,-0.3954667706599682,0.16493777233419155,-0.06935078598455041,0.6153846153846154,0
2025-10-10 12:01:14.500,ACC_101,accelerometer_rms,SPAN_1,-0.4904831299176164,0.2370094024957852,-0.2998081616783313,0.0,0
2025-10-10 12:01:17.500,ACC_101,accelerometer_rms,SPAN_1,-0.4988732124526179,0.6670122454653696,0.3377653745062524,0.9230769230769231,0
2025-10-10 12:01:20.500,ACC_101,accelerometer_rms,SPAN_1,-0.6429003576199204,0.9014379299749857,-0.485736120733906,0.9230769230769231,0
2025-10-10 12:01:23.500,ACC_101,accelerometer_rms,SPAN_1,-0.6665714730670238,-0.39880857972818007,-0.5879749040829986,0.7692307692307692,0
2025-10-10 12:01:26.500,ACC_101,accelerometer_rms,SPAN_1,-0.6420645469280528,-0.4799978398938885,-0.030835614797074886,0.38461538461538475,0
2025-10-10 12:01:29.500,ACC_101,accelerometer_rms,SPAN_1,-0.7121061657013518,0.584328636026868,0.09599620682056266,0.5384615384615384,0
2025-10-10 12:01:32.500,ACC_101,accelerometer_rms,SPAN_1,-0.7496532882452067,-0.06353276151053325,-0.17823556078268185,-0.3076923076923077,0
2025-10-10 12:01:35.500,ACC_101,accelerometer_rms,SPAN_1,-0.7273082085301678,1.2047545858402071,0.12101950538104396,-0.38461538461538464,0
2025-10-10 12:01:38.500,ACC_101,accelerometer_rms,SPAN_1,-0.638369039490084,0.7529505933639283,0.13760818528365013,0.7692307692307692,0
2025-10-10 12:01:41.500,ACC_101,accelerometer_rms,SPAN_1,-0.5734939936242781,0.1232471076184154,0.12606373837000842,-0.15384615384615385,0
2025-10-10 12:01:44.500,ACC_101,accelerometer_rms,SPAN_1,-0.5349931234303998,-0.5569636117614741,-0.44991508903904043,-0.38461538461538464,0
2025-10-10 12:01:47.500,ACC_101,accelerometer_rms,SPAN_1,-0.4570007824597068,-0.6261915524498726,-0.9595481907240959,-0.38461538461538464,0
2025-10-10 12:01:50.500,ACC_101,accelerometer_rms,SPAN_1,-0.3262719674976084,-0.43276478890319775,-1.8031606408166707,0.38461538461538475,0
2025-10-10 12:01:53.500,ACC_101,accelerometer_rms,SPAN_1,-0.23863238283961585,0.0860542910810162,0.5066527496458207,0.2307692307692307,0
2025-10-10 12:01:56.500,ACC_101,accelerometer_rms,SPAN_1,-0.1399855021218173,-1.8335313158771807,-0.03298905287181369,-0.6153846153846154,0
2025-10-10 12:01:59.500,ACC_101,accelerometer_rms,SPAN_1,-0.01373641514200852,-1.685814346062701,-1.6171291005707074,-0.6153846153846154,0
2025-10-10 12:02:02.500,ACC_101,accelerometer_rms,SPAN_1,0.03979043372659965,-1.4118484972580205,-0.28025220053199135,-0.7692307692307693,0
2025-10-10 12:02:05.500,ACC_101,accelerometer_rms,SPAN_1,0.25806879524381476,0.20822292734313036,-1.0942070706011722,0.3076923076923077,0
2025-10-10 12:02:08.500,ACC_101,accelerometer_rms,SPAN_1,0.3698952280548558,-0.3875298269915813,-0.312073446214944,-0.8461538461538461,0
2025-10-10 12:02:11.500,ACC_101,accelerometer_rms,SPAN_1,0.5010663356464412,0.09864886346450258,-0.4559655355153401,-0.23076923076923078,0
2025-10-10 12:02:14.500,ACC_101,accelerometer_rms,SPAN_1,0.5111388059937394,0.873944216765044,0.6043896092398231,1.0000000000000002,0
2025-10-10 12:02:17.500,ACC_101,accelerometer_rms,SPAN_1,0.5532927989713988,-1.027767580138012,-0.5805473195756488,-0.6923076923076924,0
2025-10-10 12:02:20.500,ACC_101,accelerometer_rms,SPAN_1,0.6864928893616015,-0.9958045773724038,0.0014035219200366563,-0.3076923076923077,0
2025-10-10 12:02:23.500,ACC_101,accelerometer_rms,SPAN_1,0.5839986064132249,-0.8479834684597574,0.22673367075902434,-0.38461538461538464,0
2025-10-10 12:02:26.500,ACC_101,accelerometer_rms,SPAN_1,0.5804054794116316,-1.545654569790592,0.14541464456881714,-0.7692307692307693,0
2025-10-10 12:02:29.500,ACC_101,accelerometer_rms,SPAN_1,0.6621624682846754,-0.5345142516595269,-0.03245680238363993,0.3076923076923077,0
2025-10-10 12:02:32.500,ACC_101,accelerometer_rms,SPAN_1,0.6235946960724759,0.630333698491391,-0.28732344317912134,0.2307692307692307,0
2025-10-10 12:02:35.500,ACC_101,accelerometer_rms,SPAN_1,0.570315379787524,-0.5987133321568343,-2.1425876789203233,-0.6923076923076924,0
2025-10-10 12:02:38.500,ACC_101,accelerometer_rms,SPAN_1,0.5616245337201217,-0.8660201408456241,0.5852160793687804,-0.6923076923076924,0
2025-10-10 12:02:41.500,ACC_101,accelerometer_rms,SPAN_1,0.5483737093363333,-0.4659666580807974,-0.09159604541388713,-0.15384615384615385,0
2025-10-10 12:02:44.500,ACC_101,accelerometer_rms,SPAN_1,0.5434221007386036,-0.40406656143426084,-0.595718531779759,-0.3076923076923077,0
2025-10-10 12:02:47.500,ACC_101,accelerometer_rms,SPAN_1,0.4325631794230112,-0.5832894583764534,-0.13968153954306894,0.07692307692307701,0
2025-10-10 12:02:50.500,ACC_101,accelerometer_rms,SPAN_1,0.33147855063794024,0.20484950174055647,-0.0008544005202843515,0.5384615384615384,0
2025-10-10 12:02:53.500,ACC_101,accelerometer_rms,SPAN_1,0.25349623199095406,0.2589205985350807,0.1973923627630143,-0.5384615384615385,0
2025-10-10 12:02:56.500,ACC_101,accelerometer_rms,SPAN_1,0.2150975876076489,1.1434677046255781,0.57988888420324,0.07692307692307701,0
2025-10-10 12:02:59.500,ACC_101,accelerometer_rms,SPAN_1,0.00335720043476987,-0.25157100039674946,-0.1709388000063957,0.0,0
2025-10-10 12:03:02.500,ACC_101,accelerometer_rms,SPAN_1,-0.21005535750735976,1.184746159929747,-0.7057097280606606,0.6923076923076924,0
2025-10-10 12:03:05.500,ACC_101,accelerometer_rms,SPAN_1,-0.23071331548465407,0.8896444757939934,-0.21473222693864732,-0.38461538461538464,0
2025-10-10 12:03:08.500,ACC_101,accelerometer_rms,SPAN_1,-0.39032740945146943,0.09083564209458175,0.17572300758026763,-0.15384615384615385,0
2025-10-10 12:03:11.500,ACC_101,accelerometer_rms,SPAN_1,-0.5210265449397091,0.24021660363112102,0.5474657388526016,-0.6153846153846154,0
2025-10-10 12:03:14.500,ACC_101,accelerometer_rms,SPAN_1,-0.5536877826231319,0.9860594890070217,-0.6843560064399549,-0.38461538461538464,0
2025-10-10 12:03:17.500,ACC_101,accelerometer_rms,SPAN_1,-0.5283429970901272,0.39144798811109216,0.3265082948921812,0.9230769230769231,0
2025-10-10 12:03:20.500,ACC_101,accelerometer_rms,SPAN_1,-0.5752772887552556,0.13854292202444812,0.9498494482237648,-0.46153846153846156,0
2025-10-10 12:03:23.500,ACC_101,accelerometer_rms,SPAN_1,-0.6436325953621018,0.18961394316752847,-0.26218526981514617,0.2307692307692307,0
2025-10-10 12:03:26.500,ACC_101,accelerometer_rms,SPAN_1,-0.6997018498729742,0.15843122790245262,-0.027080533359058356,-0.07692307692307701,0
2025-10-10 12:03:29.500,ACC_101,accelerometer_rms,SPAN_1,-0.6284531969119157,-0.28029778324760235,-0.8769605988033716,0.38461538461538475,0
2025-10-10 12:03:32.500,ACC_101,accelerometer_rms,SPAN_1,-0.5821359430313515,0.4427643234986587,0.173592738961616,0.38461538461538475,0
2025-10-10 12:03:35.500,ACC_101,accelerometer_rms,SPAN_1,-0.6883923456983063,-0.9361528568445988,0.6156106920867628,-0.23076923076923078,0
2025-10-10 12:03:38.500,ACC_101,accelerometer_rms,SPAN_1,-0.6698337952027923,-1.4755867884089862,-1.4479515392102484,0.07692307692307701,0
