t_center,sensor_id,sensor_type,span_id,f_mean,f_std,f_rms,f_p2p,f_slope,fft_low,fft_mid,fft_high,label_rule
2025-10-10 12:00:02.500,SG_001,strain_gauge,SPAN_1,123.98227582352942,5.148447357519606,124.0870319295328,25.694040000000015,-0.014363584434388713,33795.80049626702,0.0,0.0,0
2025-10-10 12:00:05.500,SG_001,strain_gauge,SPAN_1,124.24583682352939,5.230542310220676,124.35372973189436,25.694040000000015,0.07189470841629113,34882.18039523601,0.0,0.0,0
2025-10-10 12:00:08.500,SG_001,strain_gauge,SPAN_1,126.14350819607843,4.922059955247835,126.23761840826073,21.61456600000001,0.04666468371040911,30889.009608894252,0.0,0.0,0
2025-10-10 12:00:11.500,SG_001,strain_gauge,SPAN_1,127.1415179607843,4.835695760465192,127.23164321020263,23.655761999999996,0.004620487511312799,29814.5406969208,0.0,0.0,0
2025-10-10 12:00:14.500,SG_001,strain_gauge,SPAN_1,127.7225448235294,4.956929003635272,127.81681350348948,22.177515999999997,0.04291522497737648,31328.210062527723,0.0,0.0,0
2025-10-10 12:00:17.500,SG_001,strain_gauge,SPAN_1,126.87391250980392,5.540608836462243,126.9924647113586,29.445190999999994,-0.0881474232579165,39140.39150532146,0.0,0.0,0
2025-10-10 12:00:20.500,SG_001,strain_gauge,SPAN_1,126.8281542745098,5.661929498314133,126.95199716805236,24.50776400000001,0.08338451447964017,40873.243195946656,0.0,0.0,0
2025-10-10 12:00:23.500,SG_001,strain_gauge,SPAN_1,127.85130766666667,4.812802627131075,127.94008661626873,18.928718000000003,0.0072696127601819035,29532.913137842716,0.0,0.0,0
2025-10-10 12:00:26.500,SG_001,strain_gauge,SPAN_1,127.94865311764707,4.430202036984962,128.0238246876257,19.453674000000007,0.05164016298642621,25024.02986284477,0.0,0.0,0
2025-10-10 12:00:29.500,SG_001,strain_gauge,SPAN_1,127.92380094117648,4.933806775919335,128.01704571506235,25.996156000000013,-0.05145896597284875,31036.622860187115,0.0,0.0,0
2025-10-10 12:00:32.500,SG_001,strain_gauge,SPAN_1,126.65258998039216,4.917379502331034,126.7461440836936,23.787056000000007,-0.033743265248868046,30830.2919916804,0.0,0.0,0
2025-10-10 12:00:35.500,SG_001,strain_gauge,SPAN_1,127.74057256862746,5.085988182750106,127.83979800699653,20.148467999999994,0.09552857502262466,32980.77663871901,0.0,0.0,0
2025-10-10 12:00:38.500,SG_001,strain_gauge,SPAN_1,128.10301005882354,5.351873346324923,128.21256613862673,23.949187999999992,-0.042610571674205996,36519.24910175649,0.0,0.0,0
