t_center,sensor_id,sensor_type,span_id,f_mean,f_std,f_rms,f_p2p,f_slope,fft_low,fft_mid,fft_high,label_rule
2025-10-10 12:00:02.500,SG_001,strain_gauge,SPAN_1,-0.2739595493353982,0.27047134858920135,-0.2723381301372636,0.7261388741608543,-0.2830518756443781,0.2743998254389763,0.0,0.0,0
2025-10-10 12:00:05.500,SG_001,strain_gauge,SPAN_1,-0.23429630495328832,0.3987381326634093,-0.2322401772894617,0.7261388741608543,0.8722989187017431,0.4078100062336371,0.0,0.0,0
2025-10-10 12:00:08.500,SG_001,strain_gauge,SPAN_1,0.051283896238678024,-0.08324082358354397,0.051002049105177596,-0.18593166660015004,0.5343658560132285,-0.08256139796427452,0.0,0.0,0
2025-10-10 12:00:11.500,SG_001,strain_gauge,SPAN_1,0.20147419447425083,-0.21817795625069958,0.20045344797263445,0.27042980047113985,-0.028777627018122195,-0.21450887963312606,0.0,0.0,0
2025-10-10 12:00:14.500,SG_001,strain_gauge,SPAN_1,0.28891281570285665,-0.028760730067072558,0.28843366610859106,-0.06006982487217372,0.48414529190959854,-0.028626478899640154,0.0,0.0,0
2025-10-10 12:00:17.500,SG_001,strain_gauge,SPAN_1,0.16120230143916223,0.8831922295539318,0.16449301603831193,1.5648044278685527,-1.2713187886267296,0.9307290280210098,0.0,0.0,0
2025-10-10 12:00:20.500,SG_001,strain_gauge,SPAN_1,0.1543161533786949,1.0727460404216924,0.15840873026995772,0.46091659481508424,1.0261943428223304,1.14352756889611,0.0,0.0,0
2025-10-10 12:00:23.500,SG_001,strain_gauge,SPAN_1,0.30829031129093426,-0.2539466423091662,0.306967750078742,-0.7864215429327032,0.006704978299624524,-0.24909345139206904,0.0,0.0,0
2025-10-10 12:00:26.500,SG_001,strain_gauge,SPAN_1,0.32293980955404117,-0.8517294007892316,0.3195577497229303,-0.6690542296967967,0.6010078418887199,-0.8027956447687754,0.0,0.0,0
2025-10-10 12:00:29.500,SG_001,strain_gauge,SPAN_1,0.31919981027956434,-0.06488735773630538,0.3185385327672789,0.7936846174337736,-0.7799105208905025,-0.06443411987181542,0.0,0.0,0
2025-10-10 12:00:32.500,SG_001,strain_gauge,SPAN_1,0.12789551640144398,-0.09055365614993544,0.1274587666890731,0.29978392543398685,-0.5426249425718963,-0.08977206886840859,0.0,0.0,0
2025-10-10 12:00:35.500,SG_001,strain_gauge,SPAN_1,0.29162580760789014,0.17288389381857136,0.29188938089024585,-0.5137152964672947,1.1888529062048996,0.17431284823088267,0.0,0.0,0
2025-10-10 12:00:38.500,SG_001,strain_gauge,SPAN_1,0.34616895605127784,0.5883081524690316,0.3479349831896108,0.33603267243290136,-0.6613943870351591,0.6088461560348689,0.0,0.0,0
2025-10-10 12:00:41.500,SG_001,strain_gauge,SPAN_1,0.22764952421153273,1.2785679802811662,0.2324753772234012,0.7711294241823544,0.5463812436481019,1.3798086143307153,0.0,0.0,0
2025-10-10 12:00:44.500,SG_001,strain_gauge,SPAN_1,0.2333184782433676,1.0215617250723645,0.2370470043192717,0.7711294241823544,0.09146893881412282,1.0856123350397078,0.0,0.0,0
2025-10-10 12:00:47.500,SG_001,strain_gauge,SPAN_1,0.14327769642741744,0.12669385874212016,0.1436210418364488,-0.41617153071988944,-1.0111415806447719,0.12736569316216753,0.0,0.0,0
2025-10-10 12:00:50.500,SG_001,strain_gauge,SPAN_1,0.024243881570350675,-0.03457317438064775,0.02418720720787763,0.15059153053432772,0.4485784808361332,-0.03439890242162594,0.0,0.0,0
2025-10-10 12:00:53.500,SG_001,strain_gauge,SPAN_1,0.014873073004281676,-0.9363571938413668,0.011682289204883378,-0.20434646470642603,-0.34452549916959,-0.877478892429052,0.0,0.0,0
2025-10-10 12:00:56.500,SG_001,strain_gauge,SPAN_1,-0.10800680988513632,0.10919749294708468,-0.10729801348649916,0.06601022656808499,-0.1993574563500249,0.10965400599072954,0.0,0.0,0
2025-10-10 12:00:59.500,SG_001,strain_gauge,SPAN_1,-0.26606218943380655,1.060163675439699,-0.26121360303667646,0.7954206813844175,-0.8438369890243422,1.1292594258750714,0.0,0.0,0
2025-10-10 12:01:02.500,SG_001,strain_gauge,SPAN_1,-0.34737524989653235,-0.12871488210124968,-0.3471531862009643,0.7954206813844175,-0.1071275196399453,-0.1272888719503751,0.0,0.0,0
2025-10-10 12:01:05.500,SG_001,strain_gauge,SPAN_1,-0.36407605998353787,-1.3490308455018978,-0.36802400258111734,-0.11230533977722448,-0.34207766916046034,-1.2284967843504047,0.0,0.0,0
2025-10-10 12:01:08.500,SG_001,strain_gauge,SPAN_1,-0.5648672549871445,-1.8982004909590957,-0.5701880769930862,-0.6165879848500768,-0.7360038248121271,-1.661738230722228,0.0,0.0,0
2025-10-10 12:01:11.500,SG_001,strain_gauge,SPAN_1,-0.5471072386132657,0.4389059113989797,-0.5443217645030225,0.8223968570647004,1.207265303366837,0.4500224224487739,0.0,0.0,0
2025-10-10 12:01:14.500,SG_001,strain_gauge,SPAN_1,-0.4784820771709884,1.389427906073415,-0.47176013399787564,1.4560789793956144,-1.0543387199875494,1.5093261878623763,0.0,0.0,0
2025-10-10 12:01:17.500,SG_001,strain_gauge,SPAN_1,-0.734777463288091,0.3359463347904271,-0.7320648930370256,0.779732386803991,0.25645178784448586,0.34223661285252754,0.0,0.0,0
2025-10-10 12:01:20.500,SG_001,strain_gauge,SPAN_1,-0.6539696148167204,-0.19588823482565457,-0.653476841817123,0.17474461806201785,-0.78484896318791,-0.19287405181766998,0.0,0.0,0
2025-10-10 12:01:23.500,SG_001,strain_gauge,SPAN_1,-0.7313834636892869,0.5017164863326922,-0.7279997100232622,0.17474461806201785,0.8097711989712549,0.5164450673021268,0.0,0.0,0
2025-10-10 12:01:26.500,SG_001,strain_gauge,SPAN_1,-0.538698328443672,0.3204759062454944,-0.536404894210662,-0.5594693569062416,0.7711685964024939,0.32615852057524275,0.0,0.0,0
2025-10-10 12:01:29.500,SG_001,strain_gauge,SPAN_1,-0.6921802430450942,0.9356182924307627,-0.6870357495664089,1.1913063104303687,-1.753240543246752,0.9891229294215378,0.0,0.0,0
2025-10-10 12:01:32.500,SG_001,strain_gauge,SPAN_1,-1.00519531760551,0.5069299071677389,-1.0012741818125341,1.1913063104303687,0.15285439048027546,0.5219810442662961,0.0,0.0,0
2025-10-10 12:01:35.500,SG_001,strain_gauge,SPAN_1,-0.732243067376222,-0.11287332424767613,-0.7313005928020531,-0.47619328685421425,1.0903549007509283,-0.11173750624251835,0.0,0.0,0
2025-10-10 12:01:38.500,SG_001,strain_gauge,SPAN_1,-0.8759656706927773,-0.33820793336369304,-0.8756282581900828,0.015386467621850475,-1.517085921355433,-0.3299165975411952,0.0,0.0,0
2025-10-10 12:01:41.500,SG_001,strain_gauge,SPAN_1,-0.8587081515921438,-1.1473253115399349,-0.8612582670433155,-0.5711031093430758,0.8956544600298985,-1.0596565225932293,0.0,0.0,0
2025-10-10 12:01:44.500,SG_001,strain_gauge,SPAN_1,-0.707005637337153,-0.6207458051192773,-0.707981052664957,-0.7609878147985288,-0.3681658156871157,-0.5942789517229089,0.0,0.0,0
2025-10-10 12:01:47.500,SG_001,strain_gauge,SPAN_1,-0.6504499591787155,0.39302936666252,-0.6476608040577173,-0.06575579762077227,0.33240181218605724,0.40182744807605564,0.0,0.0,0
2025-10-10 12:01:50.500,SG_001,strain_gauge,SPAN_1,-0.43353051469487747,-0.03607110818442593,-0.43281207075055456,-0.4689565942650822,0.9154460029597524,-0.03588582005543732,0.0,0.0,0
2025-10-10 12:01:53.500,SG_001,strain_gauge,SPAN_1,-0.48674330077374034,0.1756799865493982,-0.48511544548584373,-0.6955544130846198,-1.0780120974673253,0.1771635579737027,0.0,0.0,0
